节点编号,X坐标（米）,Y坐标（米）,Z坐标（米）,计算Z的坐标（米）,差距（米）
E82,-116.3780,-6.2280,-276.8710,-275.7106,1.1604
C89,30.0387,-112.6060,-276.8710,-275.7110,1.1600
D82,-30.0387,-112.6060,-276.8710,-275.7110,1.1600
A72,-12.1976,101.6680,-282.4095,-281.2497,1.1598
A74,12.1976,101.6680,-282.4095,-281.2497,1.1598
B72,92.9221,43.0180,-282.4095,-281.2499,1.1596
E74,-92.9221,43.0180,-282.4095,-281.2499,1.1596
B74,100.4606,19.8170,-282.4095,-281.2499,1.1596
E72,-100.4606,19.8170,-282.4095,-281.2499,1.1596
C72,69.6266,-75.0810,-282.4095,-281.2500,1.1595
D74,-69.6266,-75.0810,-282.4095,-281.2500,1.1595
C74,49.8905,-89.4200,-282.4095,-281.2500,1.1595
D72,-49.8905,-89.4200,-282.4095,-281.2500,1.1595
B46,59.8791,82.4170,-282.5990,-281.4412,1.1578
A46,-59.8791,82.4170,-282.5990,-281.4412,1.1578
C46,96.8864,-31.4800,-282.5990,-281.4414,1.1576
E46,-96.8864,-31.4800,-282.5990,-281.4414,1.1576
D46,0.0000,-101.8720,-282.5990,-281.4415,1.1575
A73,0.0000,101.7520,-282.6426,-281.4852,1.1574
B73,96.7712,31.4430,-282.6426,-281.4855,1.1571
E73,-96.7712,31.4430,-282.6426,-281.4855,1.1571
C73,59.8079,-82.3180,-282.6426,-281.4856,1.1570
D73,-59.8079,-82.3180,-282.6426,-281.4856,1.1570
B58,74.5863,68.6090,-282.7895,-281.6339,1.1556
E65,-74.5863,68.6090,-282.7895,-281.6339,1.1556
A58,-42.2024,92.1370,-282.7895,-281.6340,1.1555
A65,42.2024,92.1370,-282.7895,-281.6340,1.1555
B65,100.6687,-11.6650,-282.7895,-281.6340,1.1555
E58,-100.6687,-11.6650,-282.7895,-281.6340,1.1555
C58,88.2992,-49.7340,-282.7895,-281.6341,1.1554
D65,-88.2992,-49.7340,-282.7895,-281.6341,1.1554
C65,20.0144,-99.3460,-282.7895,-281.6341,1.1554
D58,-20.0144,-99.3460,-282.7895,-281.6341,1.1554
A99,0.0000,118.2810,-276.1340,-274.9814,1.1526
B99,112.4911,36.5510,-276.1340,-274.9817,1.1523
E99,-112.4911,36.5510,-276.1340,-274.9817,1.1523
C99,69.5233,-95.6900,-276.1340,-274.9820,1.1520
D99,-69.5233,-95.6900,-276.1340,-274.9820,1.1520
A98,-12.2188,118.1830,-275.9055,-274.7559,1.1496
A100,12.2188,118.1830,-275.9055,-274.7559,1.1496
B98,108.6222,48.1420,-275.9055,-274.7560,1.1495
E100,-108.6222,48.1420,-275.9055,-274.7560,1.1495
B100,116.1738,24.9000,-275.9055,-274.7561,1.1494
E98,-116.1738,24.9000,-275.9055,-274.7561,1.1494
C98,79.3510,-88.4290,-275.9055,-274.7563,1.1492
D100,-79.3510,-88.4290,-275.9055,-274.7563,1.1492
C100,59.5805,-102.7930,-275.9055,-274.7564,1.1491
D98,-59.5805,-102.7930,-275.9055,-274.7564,1.1491
C205,60.1905,-165.1300,-243.6167,-244.7589,1.1422
D197,-60.1905,-165.1300,-243.6167,-244.7589,1.1422
C197,138.4488,-108.2720,-243.6167,-244.7588,1.1421
D205,-138.4488,-108.2720,-243.6167,-244.7588,1.1421
B205,175.6486,6.2170,-243.6167,-244.7584,1.1417
E197,-175.6486,6.2170,-243.6167,-244.7584,1.1417
B197,145.7566,98.2150,-243.6167,-244.7583,1.1416
E205,-145.7566,98.2150,-243.6167,-244.7583,1.1416
A197,-48.3663,168.9730,-243.6167,-244.7583,1.1416
A205,48.3663,168.9730,-243.6167,-244.7583,1.1416
A97,-24.0135,117.8520,-275.2718,-274.1314,1.1404
A101,24.0135,117.8520,-275.2718,-274.1314,1.1404
B97,104.6627,59.2570,-275.2718,-274.1315,1.1403
E101,-104.6627,59.2570,-275.2718,-274.1315,1.1403
C97,88.6987,-81.2290,-275.2718,-274.1316,1.1402
D101,-88.6987,-81.2290,-275.2718,-274.1316,1.1402
B101,119.5039,13.5800,-275.2718,-274.1316,1.1402
E97,-119.5039,13.5800,-275.2718,-274.1316,1.1402
C101,49.8439,-109.4580,-275.2718,-274.1319,1.1399
D97,-49.8439,-109.4580,-275.2718,-274.1319,1.1399
A81,-53.6373,107.9130,-275.1691,-274.0304,1.1387
A90,53.6373,107.9130,-275.1691,-274.0304,1.1387
C81,106.8230,-55.7760,-275.1691,-274.0306,1.1385
D90,-106.8230,-55.7760,-275.1691,-274.0306,1.1385
B81,86.0562,84.3590,-275.1691,-274.0306,1.1385
E90,-86.0562,84.3590,-275.1691,-274.0306,1.1385
B90,119.2059,-17.6650,-275.1691,-274.0306,1.1385
E81,-119.2059,-17.6650,-275.1691,-274.0306,1.1385
C90,20.0360,-118.8300,-275.1691,-274.0307,1.1384
D81,-20.0360,-118.8300,-275.1691,-274.0307,1.1384
B59,78.8912,57.6090,-284.0733,-282.9352,1.1381
E64,-78.8912,57.6090,-284.0733,-282.9352,1.1381
A59,-30.4101,92.8320,-284.0733,-282.9353,1.1380
A64,30.4101,92.8320,-284.0733,-282.9353,1.1380
C59,79.1676,-57.2280,-284.0733,-282.9353,1.1380
D64,-79.1676,-57.2280,-284.0733,-282.9353,1.1380
B64,97.6857,-0.2350,-284.0733,-282.9354,1.1379
E59,-97.6857,-0.2350,-284.0733,-282.9354,1.1379
C64,29.9630,-92.9770,-284.0733,-282.9354,1.1379
D59,-29.9630,-92.9770,-284.0733,-282.9354,1.1379
D67,0.0000,-121.1680,-274.8791,-273.7452,1.1339
C67,115.2376,-37.4430,-274.8791,-273.7452,1.1339
E67,-115.2376,-37.4430,-274.8791,-273.7452,1.1339
B67,71.2207,98.0270,-274.8791,-273.7452,1.1339
A67,-71.2207,98.0270,-274.8791,-273.7452,1.1339
A47,-48.1805,83.3390,-284.5585,-283.4286,1.1299
A55,48.1805,83.3390,-284.5585,-283.4286,1.1299
B47,64.3708,71.5760,-284.5585,-283.4286,1.1299
E55,-64.3708,71.5760,-284.5585,-283.4286,1.1299
B55,94.1480,-20.0690,-284.5585,-283.4288,1.1297
E47,-94.1480,-20.0690,-284.5585,-283.4288,1.1297
C47,87.9638,-39.1020,-284.5585,-283.4288,1.1297
D55,-87.9638,-39.1020,-284.5585,-283.4288,1.1297
C55,10.0062,-95.7410,-284.5585,-283.4291,1.1294
D47,-10.0062,-95.7410,-284.5585,-283.4291,1.1294
A96,-35.7711,117.3390,-274.2122,-273.0901,1.1221
A102,35.7711,117.3390,-274.2122,-273.0901,1.1221
B96,100.5413,70.2800,-274.2122,-273.0904,1.1218
E102,-100.5413,70.2800,-274.2122,-273.0904,1.1218
B102,122.6491,2.2400,-274.2122,-273.0905,1.1217
E96,-122.6491,2.2400,-274.2122,-273.0905,1.1217
C102,40.0302,-115.9540,-274.2122,-273.0906,1.1216
D96,-40.0302,-115.9540,-274.2122,-273.0906,1.1216
C96,97.9091,-73.9020,-274.2122,-273.0907,1.1215
D102,-97.9091,-73.9020,-274.2122,-273.0907,1.1215
A60,-18.3091,93.0550,-285.0366,-283.9155,1.1211
A63,18.3091,93.0550,-285.0366,-283.9155,1.1211
B60,82.8419,46.1690,-285.0366,-283.9157,1.1209
E63,-82.8419,46.1690,-285.0366,-283.9157,1.1209
B63,94.1576,11.3430,-285.0366,-283.9157,1.1209
E60,-94.1576,11.3430,-285.0366,-283.9157,1.1209
C63,39.8834,-86.0440,-285.0366,-283.9159,1.1207
D60,-39.8834,-86.0440,-285.0366,-283.9159,1.1207
C60,69.5083,-64.5200,-285.0366,-283.9159,1.1207
D63,-69.5083,-64.5200,-285.0366,-283.9159,1.1207
A61,-6.1137,93.2230,-285.5038,-284.3922,1.1116
A62,6.1137,93.2230,-285.5038,-284.3922,1.1116
B61,86.7704,34.6220,-285.5038,-284.3924,1.1114
E62,-86.7704,34.6220,-285.5038,-284.3924,1.1114
B62,90.5489,22.9930,-285.5038,-284.3924,1.1114
E61,-90.5489,22.9930,-285.5038,-284.3924,1.1114
C62,49.8486,-79.0120,-285.5038,-284.3924,1.1114
D61,-49.8486,-79.0120,-285.5038,-284.3924,1.1114
C61,59.7408,-71.8240,-285.5038,-284.3926,1.1112
D62,-59.7408,-71.8240,-285.5038,-284.3926,1.1112
B37,54.0974,74.4590,-285.9538,-284.8522,1.1016
A37,-54.0974,74.4590,-285.9538,-284.8522,1.1016
D37,0.0000,-92.0360,-285.9538,-284.8522,1.1016
C37,87.5314,-28.4400,-285.9538,-284.8523,1.1015
E37,-87.5314,-28.4400,-285.9538,-284.8523,1.1015
A54,36.4063,84.1300,-286.0717,-284.9727,1.0990
A48,-36.4062,84.1300,-286.0717,-284.9727,1.0990
B48,68.7616,60.6220,-286.0717,-284.9728,1.0989
E54,-68.7616,60.6220,-286.0717,-284.9728,1.0989
B54,91.2619,-8.6270,-286.0717,-284.9729,1.0988
E48,-91.2619,-8.6270,-286.0717,-284.9729,1.0988
C48,78.9032,-46.6630,-286.0717,-284.9729,1.0988
D54,-78.9032,-46.6630,-286.0717,-284.9729,1.0988
C54,19.9967,-89.4610,-286.0717,-284.9729,1.0988
D48,-19.9967,-89.4610,-286.0717,-284.9729,1.0988
B80,81.5064,95.1270,-273.0346,-271.9377,1.0969
E91,-81.5064,95.1270,-273.0346,-271.9377,1.0969
A80,-65.2835,106.9130,-273.0346,-271.9379,1.0967
A91,65.2835,106.9130,-273.0346,-271.9379,1.0967
C91,10.0263,-124.8670,-273.0346,-271.9380,1.0966
D80,-10.0263,-124.8670,-273.0346,-271.9380,1.0966
B91,121.8538,-29.0500,-273.0346,-271.9380,1.0966
E80,-121.8538,-29.0500,-273.0346,-271.9380,1.0966
C80,115.6573,-48.1210,-273.0346,-271.9381,1.0965
D91,-115.6573,-48.1210,-273.0346,-271.9381,1.0965
D154,0.0000,-175.2190,-244.0045,-245.0971,1.0926
C154,166.6439,-54.1450,-244.0045,-245.0968,1.0923
E154,-166.6439,-54.1450,-244.0045,-245.0968,1.0923
C188,30.0350,-172.6250,-244.0053,-245.0975,1.0922
D175,-30.0350,-172.6250,-244.0053,-245.0975,1.0922
D188,-154.8950,-81.9090,-244.0053,-245.0974,1.0921
B188,173.4577,-24.7790,-244.0053,-245.0973,1.0920
E175,-173.4577,-24.7790,-244.0053,-245.0973,1.0920
C175,154.8951,-81.9090,-244.0053,-245.0973,1.0920
B154,102.9916,141.7560,-244.0045,-245.0965,1.0920
A154,-102.9916,141.7560,-244.0045,-245.0965,1.0920
A175,-77.1678,157.3110,-244.0053,-245.0972,1.0919
A188,77.1678,157.3110,-244.0053,-245.0972,1.0919
B175,125.7654,122.0030,-244.0053,-245.0972,1.0919
E188,-125.7654,122.0030,-244.0053,-245.0972,1.0919
A95,-47.5535,116.5910,-272.7372,-271.6474,1.0898
A103,47.5535,116.5910,-272.7372,-271.6474,1.0898
B95,96.1890,81.2550,-272.7372,-271.6475,1.0897
E103,-96.1890,81.2550,-272.7372,-271.6475,1.0897
B103,125.5787,-9.1970,-272.7372,-271.6477,1.0895
E95,-125.5787,-9.1970,-272.7372,-271.6477,1.0895
C95,107.0016,-66.3720,-272.7372,-271.6477,1.0895
D103,-107.0016,-66.3720,-272.7372,-271.6477,1.0895
C103,30.0584,-122.2740,-272.7372,-271.6480,1.0892
D95,-30.0584,-122.2740,-272.7372,-271.6480,1.0892
A113,-6.1133,126.3440,-272.4704,-271.3874,1.0830
A114,6.1133,126.3440,-272.4704,-271.3874,1.0830
B113,118.2708,44.8570,-272.4704,-271.3875,1.0829
E114,-118.2708,44.8570,-272.4704,-271.3875,1.0829
B114,122.0490,33.2290,-272.4704,-271.3875,1.0829
E113,-122.0490,33.2290,-272.4704,-271.3875,1.0829
C114,69.3171,-105.8070,-272.4704,-271.3877,1.0827
D113,-69.3171,-105.8070,-272.4704,-271.3877,1.0827
C113,79.2087,-98.6200,-272.4704,-271.3878,1.0826
D114,-79.2087,-98.6200,-272.4704,-271.3878,1.0826
A112,-17.9049,126.1330,-272.0480,-270.9762,1.0718
A115,17.9049,126.1330,-272.0480,-270.9762,1.0718
B115,125.4923,21.9490,-272.0480,-270.9763,1.0717
E112,-125.4923,21.9490,-272.0480,-270.9763,1.0717
B112,114.4264,56.0060,-272.0480,-270.9763,1.0717
E115,-114.4264,56.0060,-272.0480,-270.9763,1.0717
C112,88.6243,-91.5190,-272.0480,-270.9764,1.0716
D115,-88.6243,-91.5190,-272.0480,-270.9764,1.0716
C115,59.6536,-112.5670,-272.0480,-270.9766,1.0714
D112,-59.6536,-112.5670,-272.0480,-270.9766,1.0714
A49,-24.3327,84.4200,-287.2656,-286.1967,1.0689
A53,24.3327,84.4200,-287.2656,-286.1967,1.0689
B49,72.7681,49.2290,-287.2656,-286.1969,1.0687
E53,-72.7681,49.2290,-287.2656,-286.1969,1.0687
B53,87.8066,2.9460,-287.2656,-286.1969,1.0687
E49,-87.8066,2.9460,-287.2656,-286.1969,1.0687
C49,69.3059,-53.9940,-287.2656,-286.1970,1.0686
D53,-69.3059,-53.9940,-287.2656,-286.1970,1.0686
C53,29.9348,-82.5980,-287.2656,-286.1972,1.0684
D49,-29.9348,-82.5980,-287.2656,-286.1972,1.0684
B38,58.5437,63.5580,-287.7034,-286.6470,1.0564
E45,-58.5437,63.5580,-287.7034,-286.6470,1.0564
A38,-42.3557,75.3190,-287.7034,-286.6471,1.0563
A45,42.3557,75.3190,-287.7034,-286.6471,1.0563
B45,84.7210,-17.0080,-287.7034,-286.6471,1.0563
E38,-84.7210,-17.0080,-287.7034,-286.6471,1.0563
C38,78.5377,-36.0380,-287.7034,-286.6472,1.0562
D45,-78.5377,-36.0380,-287.7034,-286.6472,1.0562
C45,10.0048,-85.8300,-287.7034,-286.6472,1.0562
D38,-10.0048,-85.8300,-287.7034,-286.6472,1.0562
A50,-12.2194,84.5720,-287.9906,-286.9425,1.0481
A52,12.2194,84.5720,-287.9906,-286.9425,1.0481
A111,-29.6892,125.7150,-271.2095,-270.1615,1.0480
A116,29.6892,125.7150,-271.2095,-270.1615,1.0480
B50,76.6559,37.7560,-287.9906,-286.9427,1.0479
E52,-76.6559,37.7560,-287.9906,-286.9427,1.0479
B52,84.2079,14.5130,-287.9906,-286.9428,1.0478
E50,-84.2079,14.5130,-287.9906,-286.9428,1.0478
C50,59.5954,-61.2370,-287.9906,-286.9428,1.0478
D52,-59.5954,-61.2370,-287.9906,-286.9428,1.0478
B116,128.7360,10.6120,-271.2095,-270.1617,1.0478
E111,-128.7360,10.6120,-271.2095,-270.1617,1.0478
C116,49.8740,-119.1560,-271.2095,-270.1617,1.0478
D111,-49.8740,-119.1560,-271.2095,-270.1617,1.0478
B111,110.3870,67.0840,-271.2095,-270.1617,1.0478
E116,-110.3870,67.0840,-271.2095,-270.1617,1.0478
C111,97.9122,-84.2540,-271.2095,-270.1618,1.0477
D116,-97.9122,-84.2540,-271.2095,-270.1618,1.0477
C52,39.8240,-75.6010,-287.9906,-286.9430,1.0476
D50,-39.8240,-75.6010,-287.9906,-286.9430,1.0476
A51,0.0000,84.6420,-288.2291,-287.1884,1.0407
B51,80.4986,26.1560,-288.2291,-287.1886,1.0405
E51,-80.4986,26.1560,-288.2291,-287.1886,1.0405
C51,49.7509,-68.4760,-288.2291,-287.1886,1.0405
D51,-49.7509,-68.4760,-288.2291,-287.1886,1.0405
A94,-59.2612,115.6600,-270.8342,-269.7977,1.0365
A104,59.2612,115.6600,-270.8342,-269.7977,1.0365
B94,91.6858,92.1020,-270.8342,-269.7978,1.0364
E104,-91.6858,92.1020,-270.8342,-269.7978,1.0364
B104,128.3113,-20.6200,-270.8342,-269.7980,1.0362
E94,-128.3113,-20.6200,-270.8342,-269.7980,1.0362
C94,115.9262,-58.7370,-270.8342,-269.7981,1.0361
D104,-115.9262,-58.7370,-270.8342,-269.7981,1.0361
C104,20.0395,-128.4030,-270.8342,-269.7981,1.0361
D94,-20.0395,-128.4030,-270.8342,-269.7981,1.0361
B79,76.7671,105.6610,-270.5232,-269.4967,1.0265
A79,-76.7671,105.6610,-270.5232,-269.4967,1.0265
D79,0.0000,-130.6040,-270.5232,-269.4968,1.0264
C79,124.2117,-40.3580,-270.5232,-269.4969,1.0263
E79,-124.2117,-40.3580,-270.5232,-269.4969,1.0263
B29,48.2509,66.4120,-288.9663,-287.9494,1.0169
A29,-48.2509,66.4120,-288.9663,-287.9494,1.0169
C29,78.0715,-25.3670,-288.9663,-287.9495,1.0168
E29,-78.0715,-25.3670,-288.9663,-287.9495,1.0168
D29,0.0000,-82.0890,-288.9663,-287.9496,1.0167
B39,62.5741,52.2180,-289.1332,-288.1219,1.0113
E44,-62.5741,52.2180,-289.1332,-288.1219,1.0113
A39,-30.3251,75.6480,-289.1332,-288.1219,1.0113
A44,30.3251,75.6480,-289.1332,-288.1219,1.0113
B44,81.3160,-5.4640,-289.1332,-288.1221,1.0111
E39,-81.3160,-5.4640,-289.1332,-288.1221,1.0111
C39,68.9980,-43.3750,-289.1332,-288.1221,1.0111
D44,-68.9980,-43.3750,-289.1332,-288.1221,1.0111
C44,19.9310,-79.0240,-289.1332,-288.1223,1.0109
D39,-19.9310,-79.0240,-289.1332,-288.1223,1.0109
B110,106.1719,78.0360,-269.9596,-268.9519,1.0077
E117,-106.1719,78.0360,-269.9596,-268.9519,1.0077
A110,-41.4072,125.0900,-269.9596,-268.9520,1.0076
A117,41.4072,125.0900,-269.9596,-268.9520,1.0076
B117,131.7630,-0.7250,-269.9596,-268.9520,1.0076
E110,-131.7630,-0.7250,-269.9596,-268.9520,1.0076
C110,107.0251,-76.8610,-269.9596,-268.9521,1.0075
D117,-107.0251,-76.8610,-269.9596,-268.9521,1.0075
C117,40.0268,-125.5380,-269.9596,-268.9522,1.0074
D110,-40.0268,-125.5380,-269.9596,-268.9522,1.0074
A40,-18.2235,75.8680,-290.0899,-289.1129,0.9770
A43,18.2235,75.8680,-290.0899,-289.1129,0.9770
B40,66.5231,40.7760,-290.0899,-289.1130,0.9769
E43,-66.5231,40.7760,-290.0899,-289.1130,0.9769
B43,77.7858,6.1130,-290.0899,-289.1130,0.9769
E40,-77.7858,6.1130,-290.0899,-289.1130,0.9769
C40,59.3370,-50.6660,-290.0899,-289.1132,0.9767
D43,-59.3370,-50.6660,-290.0899,-289.1132,0.9767
C43,29.8508,-72.0890,-290.0899,-289.1132,0.9767
D40,-29.8508,-72.0890,-290.0899,-289.1132,0.9767
B129,127.7678,41.5150,-268.6859,-267.7251,0.9608
E129,-127.7678,41.5150,-268.6859,-267.7251,0.9608
A129,0.0000,134.3430,-268.6859,-267.7252,0.9607
C129,78.9648,-108.6850,-268.6859,-267.7256,0.9603
D129,-78.9648,-108.6850,-268.6859,-267.7256,0.9603
A41,-6.1137,75.9780,-290.5687,-289.6101,0.9586
A42,6.1137,75.9780,-290.5687,-289.6101,0.9586
B41,70.3699,29.2930,-290.5687,-289.6102,0.9585
E42,-70.3699,29.2930,-290.5687,-289.6102,0.9585
B42,74.1484,17.6640,-290.5687,-289.6102,0.9585
E41,-74.1484,17.6640,-290.5687,-289.6102,0.9585
C41,49.6047,-57.8730,-290.5687,-289.6103,0.9584
D42,-49.6047,-57.8730,-290.5687,-289.6103,0.9584
C42,39.7125,-65.0600,-290.5687,-289.6104,0.9583
D41,-39.7125,-65.0600,-290.5687,-289.6104,0.9583
A30,-36.2570,66.7940,-290.6273,-289.6709,0.9564
A36,36.2570,66.7940,-290.6273,-289.6709,0.9564
B30,52.3202,55.1230,-290.6273,-289.6711,0.9562
E36,-52.3202,55.1230,-290.6273,-289.6711,0.9562
B36,74.7283,-13.8420,-290.6273,-289.6711,0.9562
E30,-74.7283,-13.8420,-290.6273,-289.6711,0.9562
C30,68.5927,-32.7250,-290.6273,-289.6712,0.9561
D36,-68.5927,-32.7250,-290.6273,-289.6712,0.9561
C36,9.9276,-75.3480,-290.6273,-289.6712,0.9561
D30,-9.9276,-75.3480,-290.6273,-289.6712,0.9561
B93,87.0210,102.7150,-268.5466,-267.5912,0.9554
E105,-87.0210,102.7150,-268.5466,-267.5912,0.9554
A93,-70.7961,114.5030,-268.5466,-267.5912,0.9554
A105,70.7961,114.5030,-268.5466,-267.5912,0.9554
B105,130.7754,-31.9480,-268.5466,-267.5914,0.9552
E93,-130.7754,-31.9480,-268.5466,-267.5914,0.9552
C93,124.5781,-51.0210,-268.5466,-267.5915,0.9551
D105,-124.5781,-51.0210,-268.5466,-267.5915,0.9551
C105,10.0275,-134.2470,-268.5466,-267.5915,0.9551
D93,-10.0275,-134.2470,-268.5466,-267.5915,0.9551
A128,-11.7936,134.2400,-268.4788,-267.5260,0.9528
A130,11.7936,134.2400,-268.4788,-267.5260,0.9528
B128,124.0248,52.6990,-268.4788,-267.5262,0.9526
E130,-124.0248,52.6990,-268.4788,-267.5262,0.9526
B130,131.3137,30.2660,-268.4788,-267.5263,0.9525
E128,-131.3137,30.2660,-268.4788,-267.5263,0.9525
C130,69.3627,-115.5340,-268.4788,-267.5263,0.9525
D128,-69.3627,-115.5340,-268.4788,-267.5263,0.9525
C128,88.4452,-101.6690,-268.4788,-267.5266,0.9522
D130,-88.4452,-101.6690,-268.4788,-267.5266,0.9522
C198,129.3471,-115.8020,-245.1515,-246.1002,0.9487
D204,-129.3471,-115.8020,-245.1515,-246.1002,0.9487
C204,70.1644,-158.8010,-245.1515,-246.1001,0.9486
D198,-70.1644,-158.8010,-245.1515,-246.1001,0.9486
B204,172.7111,17.6580,-245.1515,-246.0999,0.9484
E198,-172.7111,17.6580,-245.1515,-246.0999,0.9484
B198,150.1053,87.2320,-245.1515,-246.0997,0.9482
E204,-150.1053,87.2320,-245.1515,-246.0997,0.9482
A198,-36.5769,169.7150,-245.1515,-246.0997,0.9482
A204,36.5769,169.7150,-245.1515,-246.0997,0.9482
A109,-53.1617,124.2560,-268.2809,-267.3360,0.9449
A118,53.1617,124.2560,-268.2809,-267.3360,0.9449
B109,101.7458,88.9570,-268.2809,-267.3363,0.9446
E118,-101.7458,88.9570,-268.2809,-267.3363,0.9446
B118,134.6015,-12.1620,-268.2809,-267.3364,0.9445
E109,-134.6015,-12.1620,-268.2809,-267.3364,0.9445
C118,30.0266,-131.7720,-268.2809,-267.3365,0.9444
D109,-30.0266,-131.7720,-268.2809,-267.3365,0.9444
C109,116.0441,-69.2760,-268.2809,-267.3366,0.9443
D118,-116.0441,-69.2760,-268.2809,-267.3366,0.9443
A127,-23.5691,133.9290,-267.8577,-266.9305,0.9272
A131,23.5691,133.9290,-267.8577,-266.9305,0.9272
B131,134.6572,18.9710,-267.8577,-266.9305,0.9272
B127,120.0906,63.8020,-267.8577,-266.9305,0.9272
E131,-120.0906,63.8020,-267.8577,-266.9305,0.9272
E127,-134.6571,18.9710,-267.8577,-266.9306,0.9271
C127,97.7892,-94.4970,-267.8577,-266.9306,0.9271
D131,-97.7892,-94.4970,-267.8577,-266.9306,0.9271
C131,59.6536,-122.2040,-267.8577,-266.9307,0.9270
D127,-59.6536,-122.2040,-267.8577,-266.9307,0.9270
B22,42.3466,58.2860,-291.6330,-290.7180,0.9150
A22,-42.3466,58.2860,-291.6330,-290.7180,0.9150
C22,68.5183,-22.2630,-291.6330,-290.7182,0.9148
E22,-68.5183,-22.2630,-291.6330,-290.7182,0.9148
D22,0.0000,-72.0440,-291.6330,-290.7183,0.9147
B31,56.3045,43.7450,-291.8157,-290.9088,0.9069
E35,-56.3045,43.7450,-291.8157,-290.9088,0.9069
A31,-24.2041,67.0670,-291.8157,-290.9088,0.9069
A35,24.2041,67.0670,-291.8157,-290.9088,0.9069
B35,71.2635,-2.2940,-291.8157,-290.9089,0.9068
E31,-71.2635,-2.2940,-291.8157,-290.9089,0.9068
C31,59.0022,-40.0310,-291.8157,-290.9089,0.9068
D35,-59.0022,-40.0310,-291.8157,-290.9089,0.9068
C35,19.8391,-68.4840,-291.8157,-290.9091,0.9066
D31,-19.8391,-68.4840,-291.8157,-290.9091,0.9066
A126,-35.3082,133.4120,-266.8235,-265.9416,0.8819
A132,35.3082,133.4120,-266.8235,-265.9416,0.8819
B126,115.9713,74.8070,-266.8235,-265.9416,0.8819
E132,-115.9713,74.8070,-266.8235,-265.9416,0.8819
B132,137.7930,7.6470,-266.8235,-265.9417,0.8818
E126,-137.7930,7.6470,-266.8235,-265.9417,0.8818
C132,49.8525,-128.6860,-266.8235,-265.9418,0.8817
D126,-49.8525,-128.6860,-266.8235,-265.9418,0.8817
C126,106.9824,-87.1780,-266.8235,-265.9420,0.8815
D132,-106.9824,-87.1780,-266.8235,-265.9420,0.8815
A32,-12.1119,67.2310,-292.5295,-291.6547,0.8748
A34,12.1119,67.2310,-292.5295,-291.6547,0.8748
B32,60.1972,32.2950,-292.5295,-291.6547,0.8748
E34,-60.1972,32.2950,-292.5295,-291.6547,0.8748
B34,67.6828,9.2570,-292.5295,-291.6548,0.8747
E32,-67.6828,9.2570,-292.5295,-291.6548,0.8747
C32,49.3159,-47.2710,-292.5295,-291.6549,0.8746
D34,-49.3159,-47.2710,-292.5295,-291.6549,0.8746
C34,29.7184,-61.5090,-292.5295,-291.6550,0.8745
D32,-29.7184,-61.5090,-292.5295,-291.6550,0.8745
A33,0.0000,67.2860,-292.7676,-291.9038,0.8638
B33,63.9921,20.7930,-292.7676,-291.9039,0.8637
E33,-63.9921,20.7930,-292.7676,-291.9039,0.8637
C33,39.5493,-54.4350,-292.7676,-291.9039,0.8637
D33,-39.5493,-54.4350,-292.7676,-291.9039,0.8637
A108,-64.7330,123.2200,-266.2082,-265.3549,0.8533
A119,64.7330,123.2200,-266.2082,-265.3549,0.8533
B108,97.1849,99.6420,-266.2082,-265.3551,0.8531
E119,-97.1849,99.6420,-266.2082,-265.3551,0.8531
B119,137.1921,-23.4880,-266.2082,-265.3552,0.8530
E108,-137.1921,-23.4880,-266.2082,-265.3552,0.8530
C108,124.7966,-61.6370,-266.2082,-265.3553,0.8529
D119,-124.7966,-61.6370,-266.2082,-265.3553,0.8529
C119,20.0563,-137.7350,-266.2082,-265.3555,0.8527
D108,-20.0563,-137.7350,-266.2082,-265.3555,0.8527
B23,46.3765,46.9460,-293.0623,-292.2126,0.8497
E28,-46.3765,46.9460,-293.0623,-292.2126,0.8497
A23,-30.3164,58.6140,-293.0623,-292.2127,0.8496
A28,30.3164,58.6140,-293.0623,-292.2127,0.8496
B28,65.1131,-10.7200,-293.0623,-292.2127,0.8496
E23,-65.1131,-10.7200,-293.0623,-292.2127,0.8496
C23,58.9787,-29.5990,-293.0623,-292.2128,0.8495
D28,-58.9787,-29.5990,-293.0623,-292.2128,0.8495
C28,9.9256,-65.2380,-293.0623,-292.2130,0.8493
D23,-9.9256,-65.2380,-293.0623,-292.2130,0.8493
B92,82.2215,113.1690,-265.8435,-265.0079,0.8356
A92,-82.2215,113.1690,-265.8435,-265.0079,0.8356
C92,133.0372,-43.2260,-265.8435,-265.0083,0.8352
E92,-133.0372,-43.2260,-265.8435,-265.0083,0.8352
D92,0.0000,-139.8830,-265.8435,-265.0085,0.8350
C171,10.0311,-171.7130,-246.2801,-247.0923,0.8122
D155,-10.0311,-171.7130,-246.2801,-247.0923,0.8122
A125,-46.9929,132.6890,-265.3780,-264.5660,0.8120
A133,46.9929,132.6890,-265.3780,-264.5660,0.8120
B133,140.7163,-3.6890,-265.3780,-264.5660,0.8120
E125,-140.7163,-3.6890,-265.3780,-264.5660,0.8120
B125,111.6731,85.6960,-265.3780,-264.5660,0.8120
E133,-111.6731,85.6960,-265.3780,-264.5660,0.8120
C155,160.2098,-62.6020,-246.2801,-247.0919,0.8118
D171,-160.2098,-62.6020,-246.2801,-247.0919,0.8118
C133,39.9746,-134.9690,-265.3780,-264.5662,0.8118
D125,-39.9746,-134.9690,-265.3780,-264.5662,0.8118
